Tên công việc,Tên công ty,Nơi làm việc,Địa chỉ cụ thể,Cấp bậc,Mức lương (VND),Ngày đăng tin,Ngày hết hạn,Link
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
Sales Management Assistant,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/sales-management-assistant--1963977-jv
3D Design & Implementation Specialist (Remote),Clo Virtual Fashion,Hà Nội,Remote,Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-design-implementation-specialist-remote-1963975-jv
Event Executive,Lotte Mall West Lake Hanoi,Hà Nội,"LOTTE MALL West Lake Hanoi, 683 Lạc Long Quân, Phú Thượng, Tây Hồ, Hà Nội",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/event-executive--1963972-jv
HR Supervisor (Orvia),De Heus LLC,Tây Ninh,"KCN THÀNH THÀNH CÔNG, B9.1A Đường DB1, khu phố An Hội, Trảng Bàng, Tây Ninh",Trưởng phòng,Thỏa thuận,2025-09-24,2025-10-24,https://www.vietnamworks.com/hr-supervisor-orvia--1962035-jv
"Kế Toán Trưởng (Hàng Hải, Cảng Biển)",Công Ty Cổ Phần Dịch Vụ Vận Tải Biển Hải Vân,Hồ Chí Minh,"26 Mỹ Phú 2C, Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp.HCM",Nhân viên,30.000.000 - 50.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/ke-toan-truong-hang-hai-cang-bien-1963958-jv
2D Pixel Artist (Background / Character / Monster),Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/2d-pixel-artist-background-character-monster--1950401-jv
3D Background Modeler,Nexon Dev VINA,Hồ Chí Minh,"Tòa nhà UOA, Tầng 11, 6 Tân Trào, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/3d-background-modeler--1950406-jv
Chuyên Viên Đấu Thầu / Bidding Specialist,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,25.000.000 - 35.000.000 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/chuyen-vien-djau-thau-bidding-specialist-1963945-jv
Registration Executive,CÔNG TY TNHH AB AGRI VIỆT NAM,Hồ Chí Minh,"Floor 6A2 Viettel Complex Building, 285 Cach Mang Thang 8, Hoa Hung Ward",Nhân viên,100 - 100 VND,2025-09-30,2025-10-30,https://www.vietnamworks.com/registration-executive-1963961-jv
Interior Designer,"China Construction Shenzhen Decoration Co.,Ltd",Hà Nội,"Tasco building-Me Tri new urban area-Pham Hung-Me Tri ward, Nam Tu Liem",Nhân viên,Thỏa thuận,2025-09-30,2025-10-30,https://www.vietnamworks.com/interior-designer-1963944-jv
