Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
Chuyên viên kiểm xưởng(Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kiem-xuong.35C599D5.html
Trưởng nhóm vận hành Sàn TMĐT Shopee - Thương hiệu Wilson(Mới),CÔNG TY TNHH ANTA SPORTS VIỆT NAM,Hà Nội,Lương: 35 Tr - 40 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-van-hanh-san-tmdt-shopee-thuong-hieu-wilson.35C599D3.html
KỸ SƯ SMT(Mới),CÔNG TY TNHH RYDER INDUSTRIES VIỆT NAM,Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-smt.35C5975C.html
Nhân Viên Chăm Sóc Khách Hàng Kênh Call Inbound Shopee(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 6,8 Tr - 8 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-call-inbound-shopee.35C599D2.html
BẾP TRƯỞNG ĐIỀU HÀNH(Mới),"Iconic Co.,Ltd",Hồ Chí Minh,Lương: 25 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/bep-truong-dieu-hanh.35C599C3.html
Chuyên viên IT (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it.35C599D1.html
Chuyên viên IT (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-it.35C599D1.html
Vĩnh Phúc - Nhân viên kinh doanh (Mới),Cty TNHH Yakult Việt Nam,Vĩnh Phúc,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/vinh-phuc-nhan-vien-kinh-doanh.35C599CF.html
Accountant (Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/accountant.35C599D0.html
Chuyên viên thu mua (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thu-mua.35C599C9.html
(KCN Đông Xuyên - VT) - GIÁM SÁT SẢN XUẤT (Mới),Công ty TNHH GT Line Á Châu,Bà Rịa - Vũng Tàu,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kcn-dong-xuyen-vt-giam-sat-san-xuat.35C599C5.html
Nhân viên sản xuất ( Làm việc tại KCN Long Hậu) (Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-san-xuat-lam-viec-tai-kcn-long-hau.35C599B0.html
"HO - CVCC Tiếp quản tài sản, TT Xử lý nợ (Mới)",Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh Đà Nẵng Lâm Đồng,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ho-cvcc-tiep-quan-tai-san-tt-xu-ly-no.35C599C7.html
QA Officer/Executive - Xưởng sản xuất (Mới),CÔNG TY CỔ PHẦN PHÊ LA,Đồng Nai Hồ Chí Minh,Lương: 8 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/qa-officer-executive-xuong-san-xuat.35C599C1.html
Sales Senior Supervisor  - Kênh MT HCM (Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sales-senior-supervisor-kenh-mt-hcm.35C599B4.html
"HO - Chuyên viên/CVCC xử lý nợ khách hàng cá nhân (Có TSĐB), TT Xử lý nợ, K. QTRR (Mới)",Ngân Hàng TMCP Phương Đông - OCB,Hồ Chí Minh Đồng Bằng Sông Cửu Long KV Nam Trung Bộ,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ho-chuyen-vien-cvcc-xu-ly-no-khach-hang-ca-nhan-co-tsdb-tt-xu-ly-no-k-qtrr.35C599C2.html
KCN Đông Xuyên VT_ Tổ trưởng sản xuất (Nam/Nữ ) (Mới),Công ty TNHH GT Line Á Châu,Bà Rịa - Vũng Tàu,Lương: 12 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/kcn-dong-xuyen-vt_-to-truong-san-xuat-nam-nu.35C599B6.html
Nhân viên chăm sóc khách hàng Kênh Chat Driver ShopeeFood (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-kenh-chat-driver-shopeefood.35C599BB.html
CHUYÊN VIÊN VẬN HÀNH KHO - FMCG (Mới),Công Ty Cổ Phần Phúc Sinh,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-kho-fmcg.35C5952B.html
Chuyên viên xuất nhập khẩu (Mới),CÔNG TY TNHH COCREATION GRASS CORPORATION VIỆT NAM,Tây Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-xuat-nhap-khau.35C599BF.html
QA Team Leader (Mới),CÔNG TY CỔ PHẦN PHÊ LA,Hồ Chí Minh,Lương: 15 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/qa-team-leader.35C599BD.html
NHÂN VIÊN KINH DOANH LĨNH VỰC VẬT LIỆU XÂY DỰNG ( Không yêu cầu kinh nghiệm) (Mới),CÔNG TY CỔ PHẦN GẠCH MIỀN BẮC,Hà Nội,Lương: 15 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-linh-vuc-vat-lieu-xay-dung-khong-yeu-cau-kinh-nghiem.35C599BA.html
Nhân viên bảo trì (Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,"Lương: 10,5 Tr - 13 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-tri.35C599B7.html
IT Governance Risk Compliance (IT GRC) (Mới),CÔNG TY CỔ PHẦN HASAKI BEAUTY & CLINIC,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-governance-risk-compliance-it-grc.35C599B8.html
Chuyên viên Vận hành Dịch vụ Khách hàng (Mới),BVBank - Ngân hàng Bản Việt,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-van-hanh-dich-vu-khach-hang.35C59998.html
Nhân Viên Thủ Kho Bảo Trì (Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thu-kho-bao-tri.35C599B5.html
Nhân Viên Thủ Kho Bảo Trì(Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,Lương: 8 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thu-kho-bao-tri.35C599B5.html
SALE ADMIN(Mới),CÔNG TY TNHH PAGE ONE VIỆT NAM,Hồ Chí Minh,Lương: 9 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/sale-admin.35C599B1.html
Planning Staff/ Nhân Viên Kế Hoạch(Mới),RAWLPLUG VIETNAM COMPANY LIMITED,Bình Dương,Lương: 9 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/planning-staff-nhan-vien-ke-hoach.35C599B3.html
Customer Service  (Chuyên viên Xử lý đơn hàng)(Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/customer-service-chuyen-vien-xu-ly-don-hang.35C599AB.html
Nhân Viên Kinh Doanh Giao Hàng Tận Nhà - Biên Hòa(Mới),Cty TNHH Yakult Việt Nam,Đồng Nai,Lương: 11 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-giao-hang-tan-nha-bien-hoa.35C583BA.html
IT HELPDESK SPECIALIST (CONTRACTOR)(Mới),Coca-Cola Beverages Vietnam,Hà Nội Long An Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-helpdesk-specialist-contractor.35C599A3.html
Diễn họa nội thất(Mới),Công ty Cổ phần Tập đoàn Gỗ Minh Long,Hà Nội,Lương: 14 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/dien-hoa-noi-that.35C59924.html
Nhân viên xuất nhập khẩu (Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau-lam-viec-tai-kcn-long-hau.35C2B570.html
Financial Analyst Officer(Mới),CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/financial-analyst-officer.35C599AD.html
[Đà Nẵng] - Trưởng nhóm kinh doanh trả góp ô Tô(Mới),LOTTE FINANCE VIETNAM,Đà Nẵng,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/da-nang-truong-nhom-kinh-doanh-tra-gop-o-to.35C599AA.html
Content leader(Mới),Công ty Cổ phần Tập đoàn Gỗ Minh Long,Hà Nội,Lương: 18 Tr - 25 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/content-leader.35C59923.html
Giám Đốc Kinh Doanh Khu Vực (Key Account Manager) S.KAM/ KAM(Mới),Công Ty TNHH Earth Corporation Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh-khu-vuc-key-account-manager-s-kam-kam.35C599A0.html
[HCM] - Trưởng nhóm kinh doanh trả góp ô Tô(Mới),LOTTE FINANCE VIETNAM,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hcm-truong-nhom-kinh-doanh-tra-gop-o-to.35C599A8.html
Nhân viên Kế hoạch – Dự toán – Khối lượng (QS),CÔNG TY CỔ PHẦN ĐẦU TƯ PHÁT TRIỂN THỦ THỪA,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ke-hoach-du-toan-khoi-luong-qs.35C56417.html
"Nhân Viên Kinh Doanh Giao Hàng Tận Nhà - CN Hà Nội ( Dương Khuê, Giải Phóng, Hà Đông, Long Biên , Gia Lâm)(Mới)",Cty TNHH Yakult Việt Nam,Hà Nội,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-giao-hang-tan-nha-cn-ha-noi-duong-khue-giai-phong-ha-dong-long-bien-gia-lam.35C5926C.html
KỸ SƯ TỰ ĐỘNG HÓA LÀM VIỆC TẠI KCN TIÊN SƠN - BẮC NINH(Mới),CÔNG TY TNHH CÔNG NGHỆ MMT,Bắc Ninh,Lương: 10 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-tu-dong-hoa-lam-viec-tai-kcn-tien-son-bac-ninh.35C59513.html
DĨ AN - NVKD BÁN HÀNG TRỰC TIẾP(Mới),Cty TNHH Yakult Việt Nam - Chi Nhánh Dĩ An,Bình Dương,Lương: 10 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/di-an-nvkd-ban-hang-truc-tiep.35C5927A.html
HÀ ĐÔNG- NHÂN VIÊN KINH DOANH BAN GIAO DỊCH VÀ ĐÀM PHÁN(Mới),Cty TNHH Yakult Việt Nam,Hà Nội,Lương: 10 Tr - 19 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ha-dong-nhan-vien-kinh-doanh-ban-giao-dich-va-dam-phan.35C5926B.html
Nhân Viên Kinh Doanh Phát triển  Giao Hàng Tận Nhà - Biên Hòa(Mới),Cty TNHH Yakult Việt Nam,Đồng Nai,Lương: 11 Tr - 15 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phat-trien-giao-hang-tan-nha-bien-hoa.35C583B8.html
Giám Sát Thi Công Nội Thất [Eco Factory Việt Nam](Mới),Công ty cổ phần sản xuất Eco Factory Việt Nam,Hà Nội,Lương: 14 Tr - 16 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-thi-cong-noi-that-eco-factory-viet-nam.35C5999F.html
IT Helpdesk / IT Support(Mới),CT CP Tập Đoàn Thái Tuấn,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-helpdesk-it-support.35C59999.html
Kỹ Sư QAQC (công trình xây dựng)(Mới),Công ty TNHH MTV Đầu tư Xây dựng Phát triển Nam Khang,Cần Thơ Long An Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-qaqc-cong-trinh-xay-dung.35C5999B.html
SCM Data Analyst(Mới),Công Ty TNHH CJ Foods Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/scm-data-analyst.35C59977.html
Họa Viên Cơ Điện(Mới),Công ty TNHH Tư vấn Dự án SEAS,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hoa-vien-co-dien.35C59992.html
Thực tập sinh kế toán(Mới),CÔNG TY TNHH ĐẦU TƯ ITS,Hồ Chí Minh,Lương: Lên đến 2 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/thuc-tap-sinh-ke-toan.35C59997.html
Nhân Viên Chăm sóc khách hàng (Hỗ trợ content Seller_ShopeeFood)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 8 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-ho-tro-content-seller_shopeefood.35C59996.html
Nhân viên chất lượng ( Làm việc tại KCN Long Hậu)(Mới),Công ty TNHH Yura Corporation Vina,Long An,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-chat-luong-lam-viec-tai-kcn-long-hau.35C4FED8.html
[BIÊN HÒA] KỸ SƯ TRẮC ĐẠC(Mới),Tổng công ty Xây dựng số 1 – CTCP,Đồng Nai,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/bien-hoa-ky-su-trac-dac.35C59993.html
NHÂN VIÊN MEDIA(Mới),Công ty cổ phần Anvy,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-media.35C40AAD.html
NHÂN VIÊN PHIÊN DỊCH TIẾNG HÀN,Công ty TNHH JM,Hồ Chí Minh,Lương: 15 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phien-dich-tieng-han.35C58436.html
Chăm Sóc Khách Hàng ShopeeFood (Driver Chat_Chỉ chat ít call) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cham-soc-khach-hang-shopeefood-driver-chat_chi-chat-it-call.35C59991.html
Chăm Sóc Khách Hàng ShopeeFood (Driver Chat_Chỉ chat ít call) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,"Lương: 8,5 Tr - 9,3 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cham-soc-khach-hang-shopeefood-driver-chat_chi-chat-it-call.35C59991.html
KỸ SƯ THIẾT KẾ  MÁY TỰ ĐỘNG - PHẦN CƠ KHÍ (Mới),CÔNG TY CỔ PHẦN TỰ ĐỘNG HOÁ TCI,Hồ Chí Minh,Lương: 15 Tr - 20 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-thiet-ke-may-tu-dong-phan-co-khi.35C58CAA.html
"Trực Tổng Đài Viettel Post tại Hoài Đức, Hà Nội.H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/truc-tong-dai-viettel-post-tai-hoai-duc-ha-noi-h2.35C5998C.html
Nhân Viên Duyệt Hồ Sơ Seller Shopee (Thời Vụ) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: Lên đến 6 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-duyet-ho-so-seller-shopee-thoi-vu.35C5998E.html
Kế toán tổng hợp (Mới),Công Ty Cổ Phần Tập Đoàn Sunshine Sài Gòn,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop.35C5998B.html
"Nhân viên chăm sóc khách hàng Viettel Post tại Hoài Đức, Hà Nội.H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 7 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-viettel-post-tai-hoai-duc-ha-noi-h2.35C59989.html
"Nhân viên tư vấn cho ngân hàng quân đội MB  tại Đống Đa, Hà Nội .H2 (Mới)",CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hà Nội,Lương: 8 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-cho-ngan-hang-quan-doi-mb-tai-dong-da-ha-noi-h2.35C59987.html
Nhân viên Chăm Sóc Khách Hàng (Youtube Shopping ) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 7 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-youtube-shopping.35C598CA.html
Nhân Viên Chăm Sóc Khách Hàng Shopee (Ca Đêm) (Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 9 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-shopee-ca-dem.35C59986.html
Nhân viên Sale khoá học - TP. Thủ Đức (Mới),CareerViet's client,Hồ Chí Minh,Lương: 10 Tr - 14 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-sale-khoa-hoc-tp-thu-duc.35C59984.html
Giám sát công trình nội thất gỗ (Hà Nội _ Hàng Bài) (Mới),Công ty Cổ Phần Đầu tư và Phát triển Tập đoàn Đông Ngô,Hà Nội,Lương: 19 Tr - 23 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/giam-sat-cong-trinh-noi-that-go-ha-noi-_-hang-bai.35C59940.html
Hiệu trưởng | Phó Hiệu trưởng Tiểu học (Mới),CareerViet's client,Hồ Chí Minh,Lương: 27 Tr - 35 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hieu-truong-pho-hieu-truong-tieu-hoc.35C59983.html
Nhân Viên Kinh Doanh Phát Triển Thị Trường (Mới),CÔNG TY TNHH GUMI POLYMER VINA,Đồng Nai,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-phat-trien-thi-truong.35C59981.html
Graphic Designer (Junior Level) (Mới),CÔNG TY TNHH CIAEA INTERNATIONAL COMMUNICATION,Hồ Chí Minh,Lương: Trên 450 USD,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/graphic-designer-junior-level.35C5997F.html
IT Application Team Lead (Mới),"HD SAISON Finance Co., Ltd",Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/it-application-team-lead.35C5997E.html
Creative Content Manager (Mới),HMK Eyewear,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/creative-content-manager.35C5997D.html
LEADER TELESALES  (Gấp đi làm luôn - Bán hàng B2B) (Mới),CÔNG TY TNHH THƯƠNG MẠI VÀ HỮU NGHỊ LÊ GIA,Hà Nội,Lương: 15 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/leader-telesales-gap-di-lam-luon-ban-hang-b2b.35C5997C.html
kế toán nội bộ (Mới),CÔNG TY CỔ PHẦN SMARTCONS,Hồ Chí Minh,Lương: 9 Tr - 12 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C5997A.html
Chuyên viên thiết kế (Mới),Công Ty Cổ Phần Tập Đoàn Sunshine,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-thiet-ke.35C59979.html
(HCM-Củ Chi)  Trưởng Nhóm Kinh Doanh Ván Gỗ (Mới),Công Ty TNHH Tập Đoàn Rita Võ,Hồ Chí Minh,Lương: Cạnh tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hcm-cu-chi-truong-nhom-kinh-doanh-van-go.35C59976.html
Nhân Viên Chăm Sóc Khách Hàng Multi Task (Ca Đêm) - Shopee(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 9 Tr - 11 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-multi-task-ca-dem-shopee.35C59974.html
Graphic Desgin(Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/graphic-desgin.35C59970.html
Senior Graphic Designer(Mới),Concung.com - Con Cung Joint Stock Company,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/senior-graphic-designer.35C5996F.html
Nhân Viên Admin Finance (Bắc Ninh)(Mới),Công Ty TNHH Việt Mỹ-SSU,Bắc Ninh,Lương: 8 Tr - 8 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-finance-bac-ninh.35C5996D.html
Nhân Viên Admin Finance (Shopee)(Mới),Công Ty TNHH Việt Mỹ-SSU,Bắc Ninh Hồ Chí Minh,"Lương: 6,8 Tr - 8 Tr VND",N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-finance-shopee.35C59964.html
HR EXECUTIVE(Mới),CÔNG TY CỔ PHẦN GIẢI PHÁP VPOWER,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/hr-executive.35C5996B.html
Cost accountant(Mới),CÔNG TY TNHH WGR INDUSTRIES,Bình Định,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/cost-accountant.35C5996C.html
Chuyên viên Đào tạo Kỹ năng & Dịch vụ(Mới),Hệ thống Phòng khám 315,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dao-tao-ky-nang-dich-vu.35C5996A.html
Production Specialist(Mới),Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/production-specialist.35C59969.html
Nhân Viên Chăm Sóc Khách Hàng (Youtube Shopping)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-cham-soc-khach-hang-youtube-shopping.35C59968.html
Kỹ Sư Nhiệt Lạnh(Mới),Phan Bách Refrigeration JSC,Hồ Chí Minh,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-su-nhiet-lanh.35C59961.html
Kỹ thuật viên lắp ráp tủ điện(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 9 Tr - 10 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/ky-thuat-vien-lap-rap-tu-dien.35C59967.html
Nhân Viên Xử Lý Khiếu Nại (Đơn Hàng Shopee)(Mới),Công Ty TNHH Việt Mỹ-SSU,Hồ Chí Minh,Lương: 6 Tr - 9 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xu-ly-khieu-nai-don-hang-shopee.35C59965.html
"Financial Analyst, Senior Officer(Mới)",CÔNG TY TNHH BẢO HIỂM NHÂN THỌ MB AGEAS,Hà Nội,Lương: Cạnh Tranh,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/financial-analyst-senior-officer.35C59966.html
Chuyên Viên Kinh Doanh Mảng Robotics(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-mang-robotics.35C59963.html
Chuyên viên kinh doanh dự án Tự động hóa(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Hồ Chí Minh,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-kinh-doanh-du-an-tu-dong-hoa.35C59962.html
Nhân Viên Kinh Doanh Tại Văn Phòng (Hàng Gia Dụng) Thu Nhập 10 -18 Triệu Tại Hà Nội(Mới),CÔNG TY CP XUẤT NHẬP KHẨU TKS GROUP,Hà Nội,Lương: 10 Tr - 18 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-tai-van-phong-hang-gia-dung-thu-nhap-10-18-trieu-tai-ha-noi.35C5995D.html
Quản lý Kinh doanh khu vực Miền Trung(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN DAT,Đà Nẵng,Lương: 20 Tr - 30 Tr VND,N/A,N/A,https://careerviet.vn/vi/tim-viec-lam/quan-ly-kinh-doanh-khu-vuc-mien-trung.35C5995C.html
