ID,Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
35C59D34,Cửa Hàng Trưởng (Mới),Cà Phê Muối Chú Long,Hồ Chí Minh Hà Nội,Lương: Trên 10 Tr VND,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/cua-hang-truong.35C59D34.html
35C59CC6,CHUYÊN VIÊN KỸ THUẬT (Mới),Công ty Cổ phần Đầu tư Dừa Bến Tre,Bến Tre,Lương: Cạnh tranh,02-10-2025,26-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ky-thuat.35C59CC6.html
35C59D30,"Chuyên viên/Chuyên viên chính Xử Lý Nợ Địa Bàn Miền Trung - Khối Xử Lý Nợ (Địa bàn Nghệ An, Thanh Hóa) (Mới)",Ngân hàng Thương mại cổ phần Đông Nam Á (SeABank),Nghệ An,Lương: Cạnh tranh,02-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-chinh-xu-ly-no-dia-ban-mien-trung-khoi-xu-ly-no-dia-ban-nghe-an-thanh-hoa.35C59D30.html
35C59D32,QC & Training Supervisor (Mới),Cà Phê Muối Chú Long,Hồ Chí Minh,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/qc-training-supervisor.35C59D32.html
35C53102,Kế toán viên,Công ty Cổ Phần Bất Động Sản SeaHoldings,Hồ Chí Minh,Lương: 8 Tr - 13 Tr VND,02-10-2025,12-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-vien.35C53102.html
35C59D33,Giám Sát Kinh doanh (Kênh GT) (Mới),Công ty CP Thành Thành Công - Biên Hòa,Hồ Chí Minh Bắc Ninh Phú Thọ,Lương: Cạnh tranh,02-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/giam-sat-kinh-doanh-kenh-gt.35C59D33.html
35C59D31,CHUYÊN VIÊN TƯ VẤN GIÁO DỤC (OCEAN EDU ĐÔNG ANH 2) - THU NHẬP HẤP DẪN TỪ 15 TRIỆU/THÁNG (Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: Cạnh tranh,02-10-2025,29-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giao-duc-ocean-edu-dong-anh-2-thu-nhap-hap-dan-tu-15-trieu-thang.35C59D31.html
35C58EBD,Nhân viên thiết kế,Công ty TNHH Texchem – Pack ( Việt Nam),Đồng Nai,Lương: 15 Tr - 20 Tr VND,02-10-2025,25-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-thiet-ke.35C58EBD.html
35C59D2F,Nhân viên Pháp chế (Mới),Công ty TNHH Phát triển BĐS Novasky,Hà Nội,Lương: 9 Tr - 15 Tr VND,02-10-2025,05-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-phap-che.35C59D2F.html
35C59D2E,Trưởng Phòng Kinh Doanh Miền Bắc(Mới),Công Ty Cổ Phần Phương Tiện Điện Thông Minh Selex,Hà Nội,Lương: 30 Tr - 40 Tr VND,02-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-mien-bac.35C59D2E.html
35C59D27,"[Hậu Giang, Bạc Liêu, Tây Ninh] Chuyên Viên Tư Vấn Bảo Hiểm - Kênh Liên Doanh Ngân Hàng BIDV(Mới)",Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Tây Ninh Bạc Liêu Hậu Giang,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/hau-giang-bac-lieu-tay-ninh-chuyen-vien-tu-van-bao-hiem-kenh-lien-doanh-ngan-hang-bidv.35C59D27.html
35C59D2D,Trưởng nhóm tuyển sinh - Ocean Edu Dương Nội(Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: Trên 18 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/truong-nhom-tuyen-sinh-ocean-edu-duong-noi.35C59D2D.html
35C59D2C,Chuyên Viên/ Chuyên Viên Cao Cấp/ Chuyên Gia Quản Lý Rủi Ro Môi Trường và Xã Hội – Phòng Quản Lý Rủi Ro Hoạt Động - Khối QLRR & PCTT(Mới),Ngân hàng TMCP Phát triển TP.HCM (HDBank),Hồ Chí Minh,Lương: 30 Tr - 50 Tr VND,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-chuyen-gia-quan-ly-rui-ro-moi-truong-va-xa-hoi-phong-quan-ly-rui-ro-hoat-dong-khoi-qlrr-pctt.35C59D2C.html
35C59D2A,Phó Giám đốc Hạ tầng tại Phú Nhuận(Mới),Công Ty Cổ Phần Vacxin Việt Nam,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,24-10-2025,https://careerviet.vn/vi/tim-viec-lam/pho-giam-doc-ha-tang-tai-phu-nhuan.35C59D2A.html
35C59D26,Nhân viên lái xe tải lương lên đến 20 triệu/ tháng(Mới),Công Ty Cổ Phần Hai Bốn Bảy,Hải Phòng Hà Nội,Lương: 14 Tr - 20 Tr VND,02-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-lai-xe-tai-luong-len-den-20-trieu-thang.35C59D26.html
35C59D19,Chuyên Viên Biện Pháp Thi Công(Mới),CÔNG TY TNHH BOHO DECOR,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-bien-phap-thi-cong.35C59D19.html
35C59D25,Chuyên Viên Phục Vụ (Sales Man) - FMCG(Mới),DILIGO,Yên Bái Bắc Ninh Thái Nguyên,Lương: 8 Tr - 15 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phuc-vu-sales-man-fmcg.35C59D25.html
35C59D24,Chuyên Viên Phục Vụ (Sales Man)(Mới),DILIGO,Hà Nội Tuyên Quang Lào Cai,Lương: 8 Tr - 15 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phuc-vu-sales-man.35C59D24.html
35C59D23,Chuyên Viên Tư Vấn Giáo Dục - Lương Từ 15 Triệu/Tháng + Thưởng - Tuyển Dụng Trên Toàn Quốc(Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội Hồ Chí Minh Đà Nẵng,Lương: 15 Tr - 16 Tr VND,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giao-duc-luong-tu-15-trieu-thang-thuong-tuyen-dung-tren-toan-quoc.35C59D23.html
35C59D22,"(Cà Mau, Kiên Giang, Vĩnh Long) Chuyên viên chăm sóc khách hàng - kênh liên kết ngân hàng BIDV(Mới)",Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Vĩnh Long Cà Mau Kiên Giang,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ca-mau-kien-giang-vinh-long-chuyen-vien-cham-soc-khach-hang-kenh-lien-ket-ngan-hang-bidv.35C59D22.html
35C59D20,Trưởng Bộ Phận Dịch Vụ Khách Hàng(Mới),CÔNG TY TNHH THƯƠNG MẠI TÙNG MỸ,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-bo-phan-dich-vu-khach-hang.35C59D20.html
35C59D1D,"(Lào Cai, Quảng Ninh, Vĩnh Phúc) Chuyên viên chăm sóc khách hàng - kênh liên kết ngân hàng BIDV(Mới)",Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Lào Cai Vĩnh Phúc Quảng Ninh,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/lao-cai-quang-ninh-vinh-phuc-chuyen-vien-cham-soc-khach-hang-kenh-lien-ket-ngan-hang-bidv.35C59D1D.html
35C59D1F,Giám đốc Kế toán Phải thu (Bất động sản) - HO - 4H066(Mới),Tập đoàn ROX (ROX Group),Hà Nội,Lương: Cạnh Tranh,02-10-2025,28-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ke-toan-phai-thu-bat-dong-san-ho-4h066.35C59D1F.html
35C59BC1,Nhân Viên Tư Vấn Hỗ Trợ Khách Hàng Tổng Đài Viettel Cẩm Lệ Đà Nẵng(Mới),CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Đà Nẵng,Lương: 6 Tr - 9 Tr VND,02-10-2025,03-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-ho-tro-khach-hang-tong-dai-viettel-cam-le-da-nang.35C59BC1.html
35C59BAF,Nhân Viên Tư Vấn Bán Hàng Dịch Vụ Viettel Qua Tổng Đài Tân Bình Hồ Chí Minh(Mới),CÔNG TY CỔ PHẦN TRUYỀN THÔNG KIM CƯƠNG,Hồ Chí Minh,Lương: 8 Tr - 12 Tr VND,02-10-2025,03-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tu-van-ban-hang-dich-vu-viettel-qua-tong-dai-tan-binh-ho-chi-minh.35C59BAF.html
35C59D1B,"Chuyên viên, Chuyên viên cao cấp Quản trị rủi ro tích hợp - Integrated Risk Management Specialist, Senior Specialist - Khối Quản trị rủi ro (HO25.417)(Mới)",Ngân Hàng TMCP Quân Đội,Hà Nội,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-chuyen-vien-cao-cap-quan-tri-rui-ro-tich-hop-integrated-risk-management-specialist-senior-specialist-khoi-quan-tri-rui-ro-ho25-417.35C59D1B.html
35C59D1C,"(Đăk Lăk, Đăk Nông, Quảng Ngãi) Chuyên viên chăm sóc khách hàng - kênh liên kết ngân hàng BIDV(Mới)",Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Dak Lak Dak Nông Quảng Ngãi,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/dak-lak-dak-nong-quang-ngai-chuyen-vien-cham-soc-khach-hang-kenh-lien-ket-ngan-hang-bidv.35C59D1C.html
35C59D17,Chuyên viên Product Marketing Ecommerce(Mới),CÔNG TY CỔ PHẦN CASPER VIỆT NAM,Hà Nội,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-product-marketing-ecommerce.35C59D17.html
35C59D13,(Lâm Đồng - Ninh Thuận - Khánh Hòa) Chuyên viên chăm sóc khách hàng - kênh liên kết ngân hàng BIDV(Mới),Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Khánh Hòa Ninh Thuận Lâm Đồng,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/lam-dong-ninh-thuan-khanh-hoa-chuyen-vien-cham-soc-khach-hang-kenh-lien-ket-ngan-hang-bidv.35C59D13.html
35C59D18,CHUYÊN VIÊN TƯ VẤN GIÁO DỤC (OCEAN EDU ĐÔNG ANH) - THU NHẬP HẤP DẪN TỪ 15 TRIỆU/THÁNG(Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: Cạnh Tranh,02-10-2025,29-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giao-duc-ocean-edu-dong-anh-thu-nhap-hap-dan-tu-15-trieu-thang.35C59D18.html
35C59D15,"Operations Coordinator (Receptionist) | District 9, HCMC(Mới)",Techtronic Industries Vietnam Manufacturing Company Limited,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/operations-coordinator-receptionist-district-9-hcmc.35C59D15.html
35C59D14,Nhân viên bán hàng thiết bị vệ sinh tại Showroom(Mới),HEXAGON - CÔNG TY CỔ PHẦN THIẾT KẾ LỤC GIÁC,Hà Nội,Lương: 8 Tr - 15 Tr VND,02-10-2025,30-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-ban-hang-thiet-bi-ve-sinh-tai-showroom.35C59D14.html
35C59D12,Chuyên viên chăm sóc khách hàng - kênh liên kết ngân hàng BIDV(Mới),Công Ty TNHH Bảo Hiểm Nhân Thọ BIDV MetLife,Hà Nội Hồ Chí Minh Ninh Bình,Lương: Cạnh Tranh,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cham-soc-khach-hang-kenh-lien-ket-ngan-hang-bidv.35C59D12.html
35C59D11,CHUYÊN VIÊN TƯ VẤN GIÁO DỤC (OCEAN EDU PHÙ LỖ) - THU NHẬP HẤP DẪN TỪ 15 TRIỆU/THÁNG(Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: Cạnh Tranh,02-10-2025,29-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-tu-van-giao-duc-ocean-edu-phu-lo-thu-nhap-hap-dan-tu-15-trieu-thang.35C59D11.html
35C59D02,Kế Toán Trưởng  -  QLVH Golf Bình Tiên(Mới),CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG TRUNG NAM  (TRUNGNAM GROUP),Ninh Thuận Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-truong-qlvh-golf-binh-tien.35C59D02.html
35C59D10,Chủ Nhiệm Lớp Anh Ngữ - Ocean Edu Phù Lỗ - Thu nhập từ 13 triệu trở lên(Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: 13 Tr - 14 Tr VND,02-10-2025,28-10-2025,https://careerviet.vn/vi/tim-viec-lam/chu-nhiem-lop-anh-ngu-ocean-edu-phu-lo-thu-nhap-tu-13-trieu-tro-len.35C59D10.html
35C59D0F,Chuyên Viên Đào Tạo(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-dao-tao.35C59D0F.html
35C59D0E,Chuyên viên cao cấp Sáng tạo Video (Video Editor)(Mới),CÔNG TY CỔ PHẦN KINH DOANH F88,Hà Nội,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-sang-tao-video-video-editor.35C59D0E.html
35C59D0B,Chuyên Gia Quy Hoạch Kiến Trúc(Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quy-hoach-kien-truc.35C59D0B.html
35C59D0B,Chuyên Gia Quy Hoạch Kiến Trúc (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quy-hoach-kien-truc.35C59D0B.html
35C59D0B,Chuyên Gia Quy Hoạch Kiến Trúc (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-quy-hoach-kien-truc.35C59D0B.html
35C59D09,International Marketing Expert (Mới),Công ty Cổ phần Tập đoàn Austdoor,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/international-marketing-expert.35C59D09.html
35C59D0A,Chuyên viên Trắc đạc (Mới),CÔNG TY CỔ PHẦN THÀNH PHỐ DU LỊCH SINH THÁI SƠN TIÊN,Đồng Nai,Lương: 15 Tr - 20 Tr VND,02-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-trac-dac.35C59D0A.html
35C59D08,Cộng Tác Viên Fulltime (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Lên đến 5 Tr VND,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/cong-tac-vien-fulltime.35C59D08.html
35C59D07,KẾ TOÁN NỘI BỘ (Mới),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ SUMSUM,Hồ Chí Minh,Lương: 14 Tr - 16 Tr VND,02-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-noi-bo.35C59D07.html
35C59D06,Chủ Trì Quản Lý Thiết Kế (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chu-tri-quan-ly-thiet-ke.35C59D06.html
35C59CFF,Chuyên Viên Nhân Sự (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐỊA ỐC VẠN XUÂN,Hồ Chí Minh,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-nhan-su.35C59CFF.html
35C59D04,Chủ Trì Quản Lý Thiết Kế Hạ Tầng (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chu-tri-quan-ly-thiet-ke-ha-tang.35C59D04.html
35C59D03,Nhân Viên Admin Thủ tục Dự án Bất động sản (Mới),Công ty TNHH Phát triển BĐS Novasky,Hồ Chí Minh,Lương: 12 Tr - 17 Tr VND,02-10-2025,05-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-admin-thu-tuc-du-an-bat-dong-san.35C59D03.html
35C59D05,Giám đốc Ban Quản trị rủi ro & Kiểm soát tuân thủ (Mới),TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM HÙNG VƯƠNG,Hà Nội,Lương: Cạnh tranh,02-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/giam-doc-ban-quan-tri-rui-ro-kiem-soat-tuan-thu.35C59D05.html
35C59CFE,Chủ Quản Quy Hoạch Dự Án (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chu-quan-quy-hoach-du-an.35C59CFE.html
35C59CFC,Trưởng Phòng MKT (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-mkt.35C59CFC.html
35C59CFD,Chủ Nhiệm Lớp Anh Ngữ - Ocean Edu Sóc Sơn - Thu nhập từ 13 triệu trở lên (Mới),Công Ty CP Giáo Dục Đại Dương,Hà Nội,Lương: 13 Tr - 14 Tr VND,02-10-2025,28-10-2025,https://careerviet.vn/vi/tim-viec-lam/chu-nhiem-lop-anh-ngu-ocean-edu-soc-son-thu-nhap-tu-13-trieu-tro-len.35C59CFD.html
35C59CFB,Trưởng bộ phận Kho vận - Lắp đặt (Mới),CÔNG TY TNHH THƯƠNG MẠI VÀ HỮU NGHỊ LÊ GIA,Hà Nội,Lương: 12 Tr - 17 Tr VND,02-10-2025,Hôm nay,https://careerviet.vn/vi/tim-viec-lam/truong-bo-phan-kho-van-lap-dat.35C59CFB.html
35C59CFA,Chuyên viên Pháp phế Doanh nghiệp (Mới),Công Ty Cổ Phần Địa Ốc Phú Long,Hồ Chí Minh,Lương: Cạnh tranh,02-10-2025,Hôm nay,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phap-phe-doanh-nghiep.35C59CFA.html
35C59CF3,Chuyên Gia Thiết Kế (Mới),CÔNG TY CỔ PHẦN TẬP ĐOÀN MIK GROUP VIỆT NAM,Hà Nội,Lương: Cạnh tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-gia-thiet-ke.35C59CF3.html
35C59CF9,Nhân viên xuất nhập khẩu phòng Dự án (Mới),Bảo mật,Hà Nội,Lương: 12 Tr - 17 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-xuat-nhap-khau-phong-du-an.35C59CF9.html
35C59CDA,Nhân viên QC Vệ tinh (Mới),CT CP Tập Đoàn Thái Tuấn,Hồ Chí Minh,Lương: Cạnh tranh,02-10-2025,01-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-qc-ve-tinh.35C59CDA.html
35C59CF8,Kế toán công nợ (Mới),Công Ty TNHH Vật Tư Và Trang Thiết Bị Y Tế Hat -Med Việt Nam,Hà Nội,Lương: 9 Tr - 11 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-cong-no.35C59CF8.html
35C59CF6,"Nhân Viên Nhập Liệu Tiếng Nhật (N3 Trở Lên, Không Yêu Cầu Kinh Nghiệm) - Tại Hà Nội (Mới)",CÔNG TY TNHH TRANSCOSMOS VIỆT NAM,Hà Nội,Lương: 10 Tr - 13 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-nhap-lieu-tieng-nhat-n3-tro-len-khong-yeu-cau-kinh-nghiem-tai-ha-noi.35C59CF6.html
35C59CF5,Cố Vấn Ứng Tuyển Các Trường Đại Học Tinh Hoa (College Admission Senior Counselor)(Mới),Công ty Cổ phần Golden Path Academics Việt Nam (GPA),Hà Nội,Lương: 15 Tr - 25 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/co-van-ung-tuyen-cac-truong-dai-hoc-tinh-hoa-college-admission-senior-counselor.35C59CF5.html
35C59CF0,NHÂN VIÊN BÁO GIÁ NỘI THẤT(Mới),Công ty MAIC & Vietfirst Group,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,02-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-bao-gia-noi-that.35C59CF0.html
35C59CF2,Chuyên viên Kế hoạch(Mới),TỔNG CÔNG TY CỔ PHẦN BẢO HIỂM HÙNG VƯƠNG,Hà Nội,Lương: Cạnh Tranh,02-10-2025,20-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-ke-hoach.35C59CF2.html
35C59CC0,Kế toán Tổng hợp (Xây dựng)(Mới),Công ty TNHH Thiên Thủy Mộc,Hà Nội,Lương: 15 Tr - 21 Tr VND,02-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/ke-toan-tong-hop-xay-dung.35C59CC0.html
35C59CF1,Chuyên Viên Cao Cấp Quản Trị Rủi Ro Hoạt Động - Hà Nội- TA133(Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hà Nội,Lương: Cạnh Tranh,02-10-2025,12-11-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-cao-cap-quan-tri-rui-ro-hoat-dong-ha-noi-ta133.35C59CF1.html
35C59CEC,Purchasing Staff ( Fresh graduate)(Mới),CÔNG TY CỔ PHẦN BMP GROUP,Hồ Chí Minh,Lương: Cạnh Tranh,02-10-2025,16-10-2025,https://careerviet.vn/vi/tim-viec-lam/purchasing-staff-fresh-graduate.35C59CEC.html
