ID,Tên công việc,Tên công ty,Nơi làm việc,Mức lương,Ngày đăng tin,Ngày hết hạn,Link
35C5A1C3,GĐ / GĐCC Quan hệ khách hàng Private - TPHCM - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/gd-gdcc-quan-he-khach-hang-private-tphcm-ta110.35C5A1C3.html
35C5A1C3,GĐ / GĐCC Quan hệ khách hàng Private - TPHCM - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/gd-gdcc-quan-he-khach-hang-private-tphcm-ta110.35C5A1C3.html
35C5A1C2,CVC/CVCC Quan Hệ Khách Hàng Ưu Tiên - Hồ Chí Minh - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/cvc-cvcc-quan-he-khach-hang-uu-tien-ho-chi-minh-ta110.35C5A1C2.html
35C5A1C1,Trưởng phòng kinh doanh Thế chấp - TPHCM - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/truong-phong-kinh-doanh-the-chap-tphcm-ta110.35C5A1C1.html
35C5A1C0,Giám đốc kinh doanh khách hàng Ưu tiên - TPHCM - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/giam-doc-kinh-doanh-khach-hang-uu-tien-tphcm-ta110.35C5A1C0.html
35C5A1BF,CVC/CVCC Bán sản phẩm cho vay Thế chấp - TPHCM - TA110 (Mới),Ngân Hàng TMCP Việt Nam Thịnh Vượng - VPBANK,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,13-11-2025,https://careerviet.vn/vi/tim-viec-lam/cvc-cvcc-ban-san-pham-cho-vay-the-chap-tphcm-ta110.35C5A1BF.html
35C5A1BE,Chuyên viên pháp chế tại Vinh (Mới),Công ty cổ phần Nafoods Group,Nghệ An,Lương: 10 Tr - 18 Tr VND,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-phap-che-tai-vinh.35C5A1BE.html
35C5A1BD,Nhân viên kinh doanh du lịch Khách lẻ Chi nhánh Đồng Nai (Mới),Công Ty CP Du lịch và Tiếp Thị GTVT Việt Nam- Vietravel,Đồng Nai,Lương: Cạnh tranh,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-du-lich-khach-le-chi-nhanh-dong-nai.35C5A1BD.html
35C58C7D,Structural Engineer,CÔNG TY TNHH JRL ENGINEERING VIỆT NAM,Hồ Chí Minh,Lương: 10 Tr - 35 Tr VND,05-10-2025,10-11-2025,https://careerviet.vn/vi/tim-viec-lam/structural-engineer.35C58C7D.html
35C582BF,[H3] NHÂN VIÊN TELESALE TÍN DỤNG NGÂN HÀNG QUỐC TẾ,BELLSYSTEM24 - CÔNG TY CỔ PHẦN BELLSYSTEM24 VIỆT NAM,Hồ Chí Minh,Lương: 10 Tr - 40 Tr VND,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/h3-nhan-vien-telesale-tin-dung-ngan-hang-quoc-te.35C582BF.html
35C5A1B6,Nhân viên kinh doanh - Thu mua (B2B) (Mới),CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ ECO OIL,Hồ Chí Minh,Lương: 10 Tr - 13 Tr VND,05-10-2025,30-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-thu-mua-b2b.35C5A1B6.html
35C5A1BB,Nhân Viên Tìm Kiếm và Phát Triển Mặt Bằng (Quảng Ninh) (Mới),Concung.com - Con Cung Joint Stock Company,Quảng Ninh,Lương: 25 Tr - 30 Tr VND,05-10-2025,19-11-2025,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-tim-kiem-va-phat-trien-mat-bang-quang-ninh.35C5A1BB.html
35C5A1B8,HR Officer (Uniform Management) (Mới),Công Ty TNHH Aeon Việt Nam,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/hr-officer-uniform-management.35C5A1B8.html
35C5A1B4,Program Manager (Learning & Development Manager) (Mới),CÔNG TY CỔ PHẦN HỢP TÁC ĐẦU TƯ & CÔNG NGHỆ TECHCOOP,Hồ Chí Minh,Lương: 15 Tr - 25 Tr VND,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/program-manager-learning-development-manager.35C5A1B4.html
35C5A1AF,QC line (Seaweed) (Mới),Công Ty TNHH CJ Foods Việt Nam - Chi nhánh Long An,Long An,Lương: Cạnh tranh,05-10-2025,31-10-2025,https://careerviet.vn/vi/tim-viec-lam/qc-line-seaweed.35C5A1AF.html
35C58DB0,Đội trưởng An ninh Nội bộ,CÔNG TY TNHH ĐẦU TƯ DỊCH VỤ HUMVENTURES,Hồ Chí Minh,Lương: Cạnh tranh,05-10-2025,25-10-2025,https://careerviet.vn/vi/tim-viec-lam/doi-truong-an-ninh-noi-bo.35C58DB0.html
